order_id,customer_id,order_date,order_status,payment_method,sales_channel,shipping_cost,discount_amount,total_amount
ORD-005377,CUST-00375,2025-10-24 22:34:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,174.98
ORD-005378,CUST-00375,2025-11-23 05:58:00,Completed,Credit Card,Web,4.99,9.75,660.22
ORD-005379,CUST-00375,2026-02-03 02:19:00,Completed,BNPL (Klarna/Affirm),Web,0.0,3.6,123.37
ORD-005380,CUST-00375,2026-05-20 02:53:00,Completed,Credit Card,Mobile App,0.0,12.4,135.59
ORD-005381,CUST-00376,2024-12-22 11:02:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,7.15,245.82
ORD-005382,CUST-00376,2025-03-06 21:05:00,Completed,PayPal,Mobile App,9.99,20.25,159.73
ORD-005383,CUST-00376,2025-03-26 13:33:00,Completed,Apple Pay,Mobile App,4.99,0.0,104.98
ORD-005384,CUST-00376,2025-07-20 11:37:00,Completed,BNPL (Klarna/Affirm),Web,14.99,6.5,73.48
ORD-005385,CUST-00376,2025-09-22 17:54:00,Completed,BNPL (Klarna/Affirm),Web,14.99,12.0,242.97
ORD-005386,CUST-00376,2025-11-30 00:01:00,Completed,Credit Card,Web,0.0,4.6,339.37
ORD-005387,CUST-00376,2026-03-28 04:09:00,Shipped,Apple Pay,Mobile App,14.99,0.0,44.98
ORD-005388,CUST-00377,2024-03-09 12:36:00,Completed,Credit Card,Web,0.0,29.25,165.74
ORD-005389,CUST-00377,2024-04-05 05:13:00,Completed,Apple Pay,Mobile App,0.0,181.15,1771.81
ORD-005390,CUST-00377,2024-05-31 08:05:00,Completed,Credit Card,Web,0.0,1.25,113.73
ORD-005391,CUST-00377,2024-09-08 09:52:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,13.0,116.99
ORD-005392,CUST-00377,2024-09-08 22:11:00,Completed,BNPL (Klarna/Affirm),Web,9.99,0.0,44.98
ORD-005393,CUST-00377,2025-01-09 17:20:00,Completed,Credit Card,Mobile App,0.0,3.2,28.8
ORD-005394,CUST-00378,2023-09-29 08:18:00,Shipped,Apple Pay,Mobile App,0.0,6.95,104.03
ORD-005395,CUST-00378,2024-04-09 00:03:00,Completed,PayPal,Web,0.0,2.85,16.14
ORD-005396,CUST-00378,2024-10-26 11:47:00,Completed,Credit Card,Affiliate,0.0,0.0,39.99
ORD-005397,CUST-00378,2024-12-15 10:46:00,Completed,BNPL (Klarna/Affirm),Web,0.0,2.0,37.99
ORD-005398,CUST-00378,2025-07-24 03:42:00,Completed,PayPal,Web,0.0,0.0,89.99
ORD-005399,CUST-00378,2026-01-05 21:53:00,Completed,Credit Card,Mobile App,14.99,16.0,158.98
ORD-005400,CUST-00378,2026-02-06 00:01:00,Completed,BNPL (Klarna/Affirm),Affiliate,9.99,0.0,609.98
ORD-005401,CUST-00378,2026-04-26 01:50:00,Completed,Apple Pay,Affiliate,0.0,0.0,749.98
ORD-005402,CUST-00379,2026-01-20 12:53:00,Completed,Credit Card,Web,0.0,6.75,186.25
ORD-005403,CUST-00379,2026-01-30 00:20:00,Completed,Credit Card,Web,0.0,0.0,38.0
ORD-005404,CUST-00379,2026-02-08 17:18:00,Completed,Credit Card,Mobile App,0.0,17.0,152.99
ORD-005405,CUST-00379,2026-02-19 00:11:00,Completed,BNPL (Klarna/Affirm),Mobile App,14.99,40.0,284.96
ORD-005406,CUST-00379,2026-03-18 22:19:00,Completed,PayPal,Affiliate,9.99,0.0,1209.97
ORD-005407,CUST-00379,2026-03-20 14:49:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,2.0,37.99
ORD-005408,CUST-00379,2026-03-21 10:09:00,Completed,Credit Card,Mobile App,0.0,29.0,260.98
ORD-005409,CUST-00379,2026-07-26 16:03:00,Completed,Credit Card,Affiliate,0.0,105.0,1394.98
ORD-005410,CUST-00379,2026-08-03 02:38:00,Completed,Credit Card,Web,4.99,0.0,72.99
ORD-005411,CUST-00379,2026-08-23 11:06:00,Completed,BNPL (Klarna/Affirm),Web,0.0,17.5,372.45
ORD-005412,CUST-00380,2025-12-02 05:16:00,Completed,Apple Pay,Affiliate,0.0,5.5,184.47
ORD-005413,CUST-00380,2026-03-23 10:03:00,Completed,Apple Pay,Affiliate,14.99,0.0,284.99
ORD-005414,CUST-00380,2026-05-19 17:53:00,Completed,PayPal,Web,0.0,12.0,807.97
ORD-005415,CUST-00380,2026-07-16 01:12:00,Completed,Apple Pay,Affiliate,4.99,4.5,90.48
ORD-005416,CUST-00380,2026-07-25 23:10:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,3.5,31.49
ORD-005417,CUST-00381,2025-12-10 07:22:00,Completed,Apple Pay,Web,9.99,11.0,108.98
ORD-005418,CUST-00381,2026-02-25 16:33:00,Completed,Apple Pay,Mobile App,0.0,135.0,1347.96
ORD-005419,CUST-00381,2026-03-01 22:50:00,Completed,Credit Card,Mobile App,0.0,0.0,1989.95
ORD-005420,CUST-00381,2026-03-17 06:04:00,Completed,Credit Card,Affiliate,0.0,19.0,170.99
ORD-005421,CUST-00381,2026-04-12 19:02:00,Completed,Credit Card,Affiliate,0.0,10.2,71.78
ORD-005422,CUST-00381,2026-06-24 20:45:00,Completed,PayPal,Affiliate,14.99,1.9,77.09
ORD-005423,CUST-00381,2026-08-15 08:18:00,Completed,BNPL (Klarna/Affirm),Mobile App,4.99,17.0,532.96
ORD-005424,CUST-00382,2025-10-28 20:31:00,Cancelled,Credit Card,Mobile App,0.0,0.0,49.99
ORD-005425,CUST-00382,2025-11-02 10:00:00,Cancelled,Apple Pay,Web,0.0,0.0,79.99
ORD-005426,CUST-00382,2026-02-20 10:02:00,Completed,PayPal,Mobile App,0.0,0.0,119.98
ORD-005427,CUST-00382,2026-07-22 12:04:00,Completed,BNPL (Klarna/Affirm),Affiliate,14.99,0.0,69.98
ORD-005428,CUST-00383,2026-01-20 18:37:00,Completed,PayPal,Web,0.0,4.5,25.49
ORD-005429,CUST-00383,2026-01-23 12:32:00,Completed,Credit Card,Web,0.0,0.0,1799.98
ORD-005430,CUST-00383,2026-02-05 11:30:00,Completed,Credit Card,Web,4.99,4.0,40.97
ORD-005431,CUST-00383,2026-03-20 22:01:00,Shipped,PayPal,Mobile App,4.99,0.0,194.98
ORD-005432,CUST-00383,2026-03-28 03:06:00,Completed,Credit Card,Web,0.0,9.75,55.24
ORD-005433,CUST-00383,2026-04-27 01:28:00,Completed,Credit Card,Web,0.0,28.5,161.49
ORD-005434,CUST-00383,2026-05-01 02:16:00,Completed,Apple Pay,Affiliate,4.99,2.6,28.39
ORD-005435,CUST-00383,2026-07-23 08:36:00,Completed,PayPal,Web,9.99,2.0,89.98
ORD-005436,CUST-00384,2025-10-01 21:20:00,Completed,Credit Card,Web,0.0,3.5,31.49
ORD-005437,CUST-00384,2025-10-07 06:04:00,Completed,Credit Card,Affiliate,0.0,0.0,42.0
ORD-005438,CUST-00384,2025-11-09 10:03:00,Shipped,Credit Card,Web,0.0,0.0,32.0
ORD-005439,CUST-00384,2025-11-18 19:31:00,Completed,PayPal,Mobile App,14.99,45.0,359.93
ORD-005440,CUST-00384,2025-12-01 08:42:00,Completed,Credit Card,Mobile App,4.99,37.05,214.92
ORD-005441,CUST-00384,2025-12-26 16:04:00,Completed,Apple Pay,Web,0.0,0.0,504.98
ORD-005442,CUST-00384,2026-04-24 20:54:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,5.8,107.19
ORD-005443,CUST-00384,2026-05-17 09:51:00,Completed,PayPal,Mobile App,4.99,55.0,764.97
ORD-005444,CUST-00384,2026-08-30 16:52:00,Completed,Credit Card,Affiliate,0.0,0.0,48.0
ORD-005445,CUST-00385,2025-09-14 12:51:00,Completed,Credit Card,Mobile App,0.0,8.5,211.48
ORD-005446,CUST-00385,2025-11-20 01:37:00,Shipped,Credit Card,Mobile App,0.0,2.0,17.99
ORD-005447,CUST-00385,2026-01-22 03:11:00,Completed,PayPal,Mobile App,0.0,0.0,18.99
ORD-005448,CUST-00385,2026-05-18 18:36:00,Completed,PayPal,Web,0.0,0.0,64.99
ORD-005449,CUST-00386,2026-04-03 22:38:00,Shipped,Apple Pay,Mobile App,14.99,0.0,242.98
ORD-005450,CUST-00386,2026-04-14 17:34:00,Completed,Credit Card,Mobile App,4.99,2.5,1377.46
ORD-005451,CUST-00386,2026-05-02 22:10:00,Completed,Credit Card,Mobile App,0.0,16.0,323.97
ORD-005452,CUST-00386,2026-05-11 04:05:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,4.75,210.22
ORD-005453,CUST-00386,2026-05-15 02:48:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,4.8,197.18
ORD-005454,CUST-00386,2026-06-10 19:15:00,Cancelled,Apple Pay,Mobile App,0.0,0.0,667.99
ORD-005455,CUST-00386,2026-06-13 03:40:00,Completed,BNPL (Klarna/Affirm),Web,0.0,168.0,951.98
ORD-005456,CUST-00386,2026-07-02 21:32:00,Completed,Credit Card,Mobile App,0.0,0.0,114.0
ORD-005457,CUST-00386,2026-07-06 02:06:00,Completed,Credit Card,Mobile App,0.0,1.9,36.1
ORD-005458,CUST-00386,2026-08-19 18:21:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,32.5,837.47
ORD-005459,CUST-00387,2023-03-11 16:28:00,Completed,Apple Pay,Affiliate,0.0,18.0,101.99
ORD-005460,CUST-00387,2023-07-06 12:23:00,Completed,Apple Pay,Mobile App,0.0,10.2,667.76
ORD-005461,CUST-00387,2023-11-08 06:40:00,Completed,Apple Pay,Affiliate,14.99,0.0,264.98
ORD-005462,CUST-00387,2023-11-23 19:02:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,8.0,176.96
ORD-005463,CUST-00387,2024-03-27 04:23:00,Completed,Apple Pay,Web,0.0,165.0,934.99
ORD-005464,CUST-00387,2024-05-13 14:49:00,Completed,Apple Pay,Affiliate,0.0,42.0,287.98
ORD-005465,CUST-00387,2024-07-15 12:05:00,Completed,Apple Pay,Mobile App,0.0,7.5,42.48
ORD-005466,CUST-00387,2025-01-04 22:39:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,31.5,348.48
ORD-005467,CUST-00387,2025-03-18 20:04:00,Completed,Credit Card,Mobile App,0.0,15.0,134.99
ORD-005468,CUST-00388,2023-10-19 08:10:00,Completed,Apple Pay,Mobile App,14.99,0.0,144.98
ORD-005469,CUST-00388,2024-06-18 10:51:00,Completed,Apple Pay,Web,0.0,0.0,64.99
ORD-005470,CUST-00388,2024-07-21 09:06:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,18.99
ORD-005471,CUST-00388,2025-10-24 16:59:00,Shipped,PayPal,Mobile App,14.99,170.0,1612.98
ORD-005472,CUST-00388,2026-02-21 16:46:00,Cancelled,Credit Card,Web,0.0,0.0,2089.97
ORD-005473,CUST-00388,2026-03-12 04:33:00,Completed,BNPL (Klarna/Affirm),Mobile App,9.99,8.25,56.73
ORD-005474,CUST-00388,2026-06-03 21:38:00,Completed,Credit Card,Mobile App,0.0,92.9,565.09
ORD-005475,CUST-00388,2026-07-05 17:31:00,Completed,Apple Pay,Mobile App,9.99,7.5,52.48
ORD-005476,CUST-00389,2024-07-03 07:41:00,Completed,Apple Pay,Mobile App,14.99,0.0,74.96
ORD-005477,CUST-00389,2025-03-09 16:24:00,Completed,Credit Card,Affiliate,14.99,0.0,37.98
ORD-005478,CUST-00389,2025-12-03 14:44:00,Completed,Apple Pay,Affiliate,0.0,0.0,29.99
ORD-005479,CUST-00389,2026-05-23 18:14:00,Completed,Credit Card,Mobile App,9.99,0.0,158.99
ORD-005480,CUST-00389,2026-06-28 21:02:00,Completed,PayPal,Affiliate,0.0,11.3,384.69
ORD-005481,CUST-00390,2025-05-12 12:33:00,Completed,Credit Card,Mobile App,9.99,0.0,47.99
ORD-005482,CUST-00390,2025-05-18 13:44:00,Completed,PayPal,Mobile App,4.99,2.0,22.98
ORD-005483,CUST-00390,2025-05-23 03:32:00,Completed,Credit Card,Web,0.0,0.0,1029.98
ORD-005484,CUST-00390,2025-07-05 12:40:00,Completed,BNPL (Klarna/Affirm),Web,14.99,0.0,937.97
ORD-005485,CUST-00390,2026-06-11 02:17:00,Completed,Credit Card,Mobile App,9.99,0.0,124.99
ORD-005486,CUST-00390,2026-06-14 01:48:00,Completed,PayPal,Web,14.99,28.0,304.98
ORD-005487,CUST-00390,2026-07-06 21:12:00,Completed,Credit Card,Affiliate,9.99,180.0,1327.97
ORD-005488,CUST-00391,2023-05-04 20:26:00,Completed,PayPal,Affiliate,0.0,0.0,281.99
ORD-005489,CUST-00391,2023-06-11 20:32:00,Completed,BNPL (Klarna/Affirm),Web,0.0,15.2,97.79
ORD-005490,CUST-00391,2023-09-01 22:52:00,Completed,Apple Pay,Affiliate,4.99,0.0,246.96
ORD-005491,CUST-00391,2024-01-22 14:53:00,Completed,Credit Card,Web,0.0,0.0,549.99
ORD-005492,CUST-00391,2024-02-15 13:59:00,Completed,Apple Pay,Mobile App,0.0,4.5,25.49
ORD-005493,CUST-00391,2024-04-14 04:07:00,Completed,Credit Card,Web,0.0,19.25,365.72
ORD-005494,CUST-00391,2024-06-01 01:07:00,Completed,BNPL (Klarna/Affirm),Affiliate,14.99,0.0,79.98
ORD-005495,CUST-00391,2024-06-11 09:19:00,Completed,Credit Card,Mobile App,9.99,0.0,909.98
ORD-005496,CUST-00392,2024-04-08 08:00:00,Completed,Credit Card,Affiliate,0.0,5.7,312.29
ORD-005497,CUST-00392,2024-07-06 20:42:00,Completed,PayPal,Affiliate,14.99,45.0,379.95
ORD-005498,CUST-00392,2024-11-14 11:39:00,Completed,Apple Pay,Web,9.99,0.0,93.99
ORD-005499,CUST-00392,2025-12-23 18:57:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,57.0,1062.98
ORD-005500,CUST-00393,2023-12-27 14:02:00,Completed,BNPL (Klarna/Affirm),Mobile App,9.99,80.5,1209.44
ORD-005501,CUST-00393,2024-08-29 20:46:00,Completed,Credit Card,Mobile App,0.0,5.0,114.98
ORD-005502,CUST-00393,2024-10-31 00:36:00,Completed,Credit Card,Affiliate,4.99,4.5,30.48
ORD-005503,CUST-00393,2024-12-17 08:37:00,Completed,PayPal,Mobile App,0.0,4.5,25.49
ORD-005504,CUST-00393,2025-03-18 10:18:00,Completed,BNPL (Klarna/Affirm),Mobile App,14.99,3.8,49.19
ORD-005505,CUST-00393,2025-05-03 06:34:00,Completed,PayPal,Mobile App,0.0,14.0,125.98
ORD-005506,CUST-00393,2026-01-12 00:28:00,Completed,PayPal,Web,9.99,0.0,129.98
ORD-005507,CUST-00393,2026-05-17 05:09:00,Completed,Credit Card,Affiliate,14.99,0.0,614.98
ORD-005508,CUST-00393,2026-08-18 07:23:00,Completed,Credit Card,Web,0.0,0.0,641.99
ORD-005509,CUST-00394,2025-03-18 04:38:00,Completed,PayPal,Affiliate,0.0,8.7,49.3
ORD-005510,CUST-00394,2025-03-18 22:43:00,Completed,Credit Card,Mobile App,0.0,6.0,168.98
ORD-005511,CUST-00394,2025-03-24 13:58:00,Completed,Credit Card,Affiliate,0.0,0.0,209.97
ORD-005512,CUST-00394,2025-03-26 17:31:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,2.5,1147.48
ORD-005513,CUST-00394,2025-03-26 23:41:00,Completed,PayPal,Affiliate,0.0,6.75,346.22
ORD-005514,CUST-00395,2025-03-15 11:02:00,Shipped,BNPL (Klarna/Affirm),Web,0.0,1.75,371.22
ORD-005515,CUST-00395,2025-03-16 10:01:00,Completed,BNPL (Klarna/Affirm),Web,4.99,62.0,1212.95
ORD-005516,CUST-00395,2025-03-20 09:03:00,Completed,Credit Card,Web,0.0,1.3,24.7
ORD-005517,CUST-00395,2025-03-20 20:24:00,Completed,PayPal,Mobile App,0.0,46.0,1023.95
ORD-005518,CUST-00395,2025-03-21 14:51:00,Completed,Apple Pay,Mobile App,0.0,4.45,84.53
ORD-005519,CUST-00395,2025-03-22 11:00:00,Completed,PayPal,Affiliate,14.99,22.0,212.99
ORD-005520,CUST-00395,2025-03-24 04:55:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,109.99
ORD-005521,CUST-00395,2025-03-24 11:03:00,Completed,Credit Card,Web,4.99,8.5,96.47
ORD-005522,CUST-00395,2025-04-01 20:13:00,Cancelled,PayPal,Mobile App,0.0,0.0,29.99
ORD-005523,CUST-00396,2024-06-24 10:17:00,Completed,Credit Card,Affiliate,0.0,280.0,3619.97
ORD-005524,CUST-00396,2025-04-05 07:16:00,Completed,PayPal,Web,9.99,12.0,512.93
ORD-005525,CUST-00396,2025-07-09 21:04:00,Completed,Credit Card,Web,0.0,0.0,149.0
ORD-005526,CUST-00396,2026-07-29 04:40:00,Completed,Credit Card,Mobile App,0.0,0.0,29.99
ORD-005527,CUST-00397,2025-06-10 02:03:00,Returned,Credit Card,Affiliate,9.99,10.5,69.47
ORD-005528,CUST-00397,2025-08-23 01:06:00,Completed,PayPal,Affiliate,0.0,45.5,484.45
ORD-005529,CUST-00397,2026-06-10 13:12:00,Completed,Apple Pay,Affiliate,0.0,0.0,74.98
ORD-005530,CUST-00397,2026-06-18 12:55:00,Completed,BNPL (Klarna/Affirm),Web,9.99,22.0,207.99
ORD-005531,CUST-00397,2026-08-24 17:38:00,Cancelled,PayPal,Affiliate,14.99,0.0,49.98
ORD-005532,CUST-00398,2023-04-01 02:48:00,Completed,Credit Card,Affiliate,0.0,0.0,599.99
ORD-005533,CUST-00398,2023-05-20 00:46:00,Completed,Apple Pay,Affiliate,9.99,0.0,119.98
ORD-005534,CUST-00398,2023-09-13 02:23:00,Completed,Credit Card,Web,0.0,19.5,110.48
ORD-005535,CUST-00398,2024-02-04 19:43:00,Completed,Apple Pay,Web,9.99,0.0,1109.97
ORD-005536,CUST-00398,2024-07-28 13:00:00,Completed,Apple Pay,Mobile App,0.0,85.0,1644.98
ORD-005537,CUST-00398,2025-02-03 10:29:00,Returned,Credit Card,Mobile App,14.99,0.0,249.96
ORD-005538,CUST-00398,2025-06-16 13:15:00,Completed,Credit Card,Mobile App,0.0,2.0,37.99
ORD-005539,CUST-00398,2025-11-15 08:34:00,Completed,Apple Pay,Web,0.0,0.0,639.98
ORD-005540,CUST-00398,2026-06-03 20:56:00,Completed,Apple Pay,Web,0.0,1.25,23.74
ORD-005541,CUST-00398,2026-07-23 03:47:00,Completed,Credit Card,Web,0.0,3.9,80.07
ORD-005542,CUST-00399,2024-10-17 11:08:00,Completed,Apple Pay,Web,0.0,0.0,64.99
ORD-005543,CUST-00399,2024-11-11 23:40:00,Completed,BNPL (Klarna/Affirm),Web,0.0,51.75,312.24
ORD-005544,CUST-00399,2025-03-23 10:19:00,Completed,Apple Pay,Mobile App,0.0,0.0,135.0
ORD-005545,CUST-00399,2025-08-22 09:58:00,Completed,Credit Card,Web,4.99,4.5,30.48
ORD-005546,CUST-00399,2025-12-30 15:35:00,Completed,Credit Card,Mobile App,9.99,2.6,33.39
ORD-005547,CUST-00399,2026-01-26 05:12:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,1.3,24.7
ORD-005548,CUST-00399,2026-08-03 15:52:00,Cancelled,Apple Pay,Web,0.0,6.0,33.99
ORD-005549,CUST-00399,2026-08-04 01:07:00,Completed,PayPal,Web,0.0,60.0,539.99
ORD-005550,CUST-00399,2026-08-22 15:25:00,Completed,Credit Card,Mobile App,0.0,12.5,237.49
ORD-005551,CUST-00400,2025-08-20 00:43:00,Completed,BNPL (Klarna/Affirm),Affiliate,9.99,14.0,275.98
ORD-005552,CUST-00400,2025-11-12 06:40:00,Completed,Credit Card,Web,0.0,85.0,1614.99
ORD-005553,CUST-00400,2025-11-13 07:33:00,Completed,Credit Card,Mobile App,0.0,10.2,187.79
ORD-005554,CUST-00400,2026-04-11 04:35:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,4.2,187.79
ORD-005555,CUST-00400,2026-05-16 05:30:00,Cancelled,Apple Pay,Affiliate,0.0,0.0,549.99
ORD-005556,CUST-00401,2024-09-18 00:40:00,Completed,Apple Pay,Mobile App,0.0,6.3,115.69
ORD-005557,CUST-00401,2024-10-03 02:20:00,Shipped,Credit Card,Web,14.99,12.0,82.98
ORD-005558,CUST-00401,2024-11-02 12:19:00,Completed,Credit Card,Mobile App,4.99,0.0,1184.97
ORD-005559,CUST-00401,2024-12-19 19:25:00,Completed,Apple Pay,Web,0.0,0.0,58.0
ORD-005560,CUST-00402,2025-12-30 06:15:00,Completed,Credit Card,Affiliate,0.0,14.9,304.09
ORD-005561,CUST-00402,2026-01-24 13:06:00,Returned,Apple Pay,Mobile App,0.0,22.5,127.49
ORD-005562,CUST-00402,2026-04-27 16:53:00,Completed,Credit Card,Web,9.99,57.0,372.96
ORD-005563,CUST-00402,2026-08-13 04:03:00,Shipped,Apple Pay,Mobile App,0.0,0.0,1764.98
ORD-005564,CUST-00403,2024-07-14 22:17:00,Completed,Credit Card,Web,0.0,3.25,61.74
ORD-005565,CUST-00403,2024-11-14 22:55:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,11.25,63.72
ORD-005566,CUST-00403,2025-07-26 15:13:00,Completed,PayPal,Mobile App,0.0,0.0,52.0
ORD-005567,CUST-00403,2025-09-29 11:42:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,102.99
ORD-005568,CUST-00403,2026-06-03 02:42:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,599.99
ORD-005569,CUST-00403,2026-06-03 17:11:00,Completed,Credit Card,Mobile App,14.99,0.0,204.98
ORD-005570,CUST-00403,2026-07-11 18:59:00,Returned,BNPL (Klarna/Affirm),Mobile App,0.0,11.5,103.5
ORD-005571,CUST-00403,2026-08-12 10:02:00,Completed,Credit Card,Mobile App,0.0,0.0,249.99
ORD-005572,CUST-00404,2025-11-16 04:54:00,Completed,Apple Pay,Affiliate,0.0,8.7,79.29
ORD-005573,CUST-00404,2025-11-20 12:45:00,Completed,PayPal,Mobile App,0.0,27.5,554.49
ORD-005574,CUST-00404,2025-12-09 11:04:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,34.0,305.98
ORD-005575,CUST-00404,2026-03-09 06:43:00,Completed,BNPL (Klarna/Affirm),Web,14.99,0.0,342.97
ORD-005576,CUST-00404,2026-05-09 11:56:00,Completed,Credit Card,Affiliate,0.0,8.0,183.99
ORD-005577,CUST-00404,2026-05-24 12:40:00,Completed,Credit Card,Affiliate,0.0,0.0,89.99
ORD-005578,CUST-00404,2026-05-29 05:15:00,Returned,Apple Pay,Web,9.99,3.5,83.48
ORD-005579,CUST-00404,2026-06-10 08:31:00,Completed,Apple Pay,Affiliate,14.99,4.0,90.98
ORD-005580,CUST-00404,2026-08-04 20:02:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,319.98
ORD-005581,CUST-00405,2023-05-08 14:51:00,Completed,PayPal,Mobile App,14.99,2.3,344.64
ORD-005582,CUST-00405,2024-03-01 04:02:00,Returned,PayPal,Affiliate,14.99,0.0,163.99
ORD-005583,CUST-00405,2025-03-14 21:04:00,Completed,Credit Card,Mobile App,0.0,7.5,142.49
ORD-005584,CUST-00405,2025-07-03 09:11:00,Completed,PayPal,Web,0.0,0.0,239.98
ORD-005585,CUST-00405,2026-03-08 14:07:00,Completed,Credit Card,Web,0.0,60.0,539.99
ORD-005586,CUST-00405,2026-03-21 20:28:00,Shipped,Credit Card,Affiliate,14.99,94.0,1823.95
ORD-005587,CUST-00405,2026-06-05 05:16:00,Completed,Credit Card,Web,4.99,8.25,51.73
ORD-005588,CUST-00406,2023-04-24 12:17:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,8.0,71.99
ORD-005589,CUST-00406,2023-05-13 12:53:00,Completed,Credit Card,Affiliate,0.0,8.0,521.98
ORD-005590,CUST-00406,2023-07-07 15:19:00,Shipped,Credit Card,Affiliate,0.0,46.25,398.71
ORD-005591,CUST-00406,2023-08-21 04:17:00,Completed,Credit Card,Mobile App,0.0,0.0,64.0
ORD-005592,CUST-00406,2023-08-24 08:00:00,Completed,Apple Pay,Mobile App,0.0,7.2,64.79
ORD-005593,CUST-00406,2024-09-23 12:02:00,Completed,PayPal,Web,0.0,0.0,319.98
ORD-005594,CUST-00407,2024-07-26 16:15:00,Completed,PayPal,Mobile App,0.0,0.0,24.99
ORD-005595,CUST-00407,2024-12-11 05:28:00,Completed,Credit Card,Web,0.0,33.0,3586.96
ORD-005596,CUST-00407,2025-01-19 01:24:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,1749.98
ORD-005597,CUST-00407,2025-01-30 10:49:00,Completed,Credit Card,Mobile App,0.0,8.0,321.98
ORD-005598,CUST-00408,2024-02-27 05:52:00,Completed,Apple Pay,Mobile App,0.0,0.0,319.98
ORD-005599,CUST-00408,2024-06-22 00:45:00,Completed,Apple Pay,Web,9.99,0.0,609.98
ORD-005600,CUST-00408,2024-09-23 21:50:00,Completed,Credit Card,Web,0.0,19.0,225.98
ORD-005601,CUST-00408,2024-10-14 03:40:00,Completed,BNPL (Klarna/Affirm),Web,4.99,90.0,814.98
ORD-005602,CUST-00408,2024-11-26 22:02:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,5.8,52.2
ORD-005603,CUST-00408,2025-02-24 23:07:00,Completed,Credit Card,Mobile App,0.0,72.1,1703.84
ORD-005604,CUST-00408,2025-06-03 22:24:00,Completed,BNPL (Klarna/Affirm),Mobile App,4.99,0.0,139.99
ORD-005605,CUST-00408,2025-12-13 19:21:00,Shipped,Credit Card,Mobile App,0.0,0.0,69.99
ORD-005606,CUST-00408,2026-01-12 17:49:00,Completed,PayPal,Affiliate,9.99,0.0,89.98
ORD-005607,CUST-00409,2025-10-09 04:11:00,Completed,PayPal,Web,4.99,260.5,1632.46
ORD-005608,CUST-00409,2025-11-01 15:11:00,Completed,PayPal,Web,14.99,15.0,99.98
ORD-005609,CUST-00409,2025-12-12 12:03:00,Completed,PayPal,Mobile App,4.99,0.0,104.98
ORD-005610,CUST-00409,2026-03-28 08:32:00,Completed,BNPL (Klarna/Affirm),Web,9.99,10.2,707.77
ORD-005611,CUST-00409,2026-04-05 00:00:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,0.0,319.98
ORD-005612,CUST-00409,2026-08-28 00:53:00,Completed,Apple Pay,Mobile App,0.0,52.5,747.48
ORD-005613,CUST-00410,2024-09-18 14:42:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,339.98
ORD-005614,CUST-00410,2025-02-18 20:18:00,Completed,Credit Card,Mobile App,9.99,11.0,248.98
ORD-005615,CUST-00410,2025-08-01 04:16:00,Completed,Apple Pay,Web,0.0,1.0,1143.96
ORD-005616,CUST-00410,2026-05-04 03:36:00,Completed,Apple Pay,Affiliate,0.0,3.25,311.73
ORD-005617,CUST-00410,2026-06-15 06:54:00,Shipped,Credit Card,Web,0.0,3.8,59.19
ORD-005618,CUST-00411,2026-06-12 22:07:00,Completed,Credit Card,Affiliate,4.99,0.0,39.98
ORD-005619,CUST-00411,2026-06-27 18:41:00,Completed,Credit Card,Web,0.0,0.0,42.0
ORD-005620,CUST-00411,2026-07-01 17:01:00,Completed,PayPal,Web,4.99,18.0,136.96
ORD-005621,CUST-00411,2026-07-10 05:22:00,Shipped,Credit Card,Mobile App,0.0,0.0,38.0
ORD-005622,CUST-00411,2026-07-20 22:10:00,Completed,BNPL (Klarna/Affirm),Mobile App,4.99,20.8,140.17
ORD-005623,CUST-00411,2026-08-30 16:03:00,Shipped,Credit Card,Web,0.0,90.0,509.99
